id,title,addr1,map_x,map_y,flag_nm,type,parking_space,use_time_festival,tel,modified_time,play_time
KC490PC22N006598,상림주차장,경상남도 함양군 함양읍 대실길 177,127.7114105,35.5298979,공영,노외,132,무료,055-960-6350,20221012,00:00 - 23:59
KC490PC22N006599,구암동 1,전라북도 군산시 새터길 20 (구암동 ),126.751655,35.97778664,공영,노외,59,무료,063-454-3812,20220901,00:00 - 23:59
KC490PC22N006600,부전계곡,경상남도 함양군 서상면 부전계곡로 314-66,127.6616136,35.6451478,공영,노외,94,무료,055-960-6350,20221012,00:00 - 23:59
KC490PC22N006604,공영주차장(감전중고차시장),부산광역시 사상구 학감대로221번길 26,128.9886787,35.15130434,공영,노상,94,유료,051-310-4515,20221109,08:00 - 20:00
KC490PC22N006606,한국강관주변,부산광역시 사상구 장인로17번길 78,128.9730052,35.14764235,공영,노상,333,유료,051-310-4515,20221109,08:00 - 20:00
KC490PC22N006607,동영공업주변,부산광역시 사상구 학장로95번길 51,128.9752151,35.14084027,공영,노상,414,유료,051-310-4515,20221109,08:00 - 20:00
KC490PC22N006609,해표사료주변,부산광역시 사상구 새벽시장로9번길 28,128.9754935,35.15725882,공영,노상,94,유료,051-310-4515,20221109,08:00 - 20:00
KC490PC22N006610,모라1동주민자치센터,부산광역시 사상구 백양대로 949-7,128.9912597,35.19091357,공영,노상,157,유료,051-310-4515,20221109,08:00 - 20:00
KC490PC22N006612,학장동주민센터주변,부산광역시 사상구 학감대로147번길 11,128.9873097,35.14410084,공영,노상,112,유료,051-310-4515,20221109,08:00 - 20:00
KC490PC22N006613,동신운수옆복개공영주차장,부산광역시 사상구 가야대로230번길 3,128.9977998,35.14963302,공영,노상,91,유료,051-310-4515,20221109,08:00 - 20:00
KC490PC22N006614,감전중천주변,부산광역시 사상구 새벽시장로56번가길 63,128.9770409,35.15409387,공영,노상,189,유료,051-310-4515,20221109,08:00 - 20:00
KC490PC22N006615,계산체육공원지하,인천광역시 계양구 주부토로 570,126.7289968,37.54504438,공영,노외,209,혼합,032-262-7715,20200907,00:00 - 23:59
KC490PC22N006616,계산복개천(상),인천광역시 계양구 계산천서로 1,126.7191428,37.54304313,공영,노상,102,혼합,032-262-7715,20200907,11:00 - 20:00
KC490PC22N006618,작전역 환승 동쪽(남측),인천광역시 계양구 봉오대로 690,126.7238831,37.53004219,공영,노상,93,혼합,032-262-7715,20200907,08:00 - 21:00
KC490PC22N006622,임학,인천광역시 계양구 화산로 15,126.735162,37.54877048,공영,노외,65,유료,032-262-7715,20200907,00:00 - 00:00
KC490PC22N006623,계양IC 화물공영차고지,인천광역시 계양구 경명대로 1322-1,126.752358,37.54062314,공영,노외,256,유료,032-262-7715,20200907,00:00 - 00:00
KC490PC22N006629,목수천,인천광역시 계양구 아나지로374번길 5,126.7337377,37.525046,공영,노외,70,혼합,032-262-7715,20200907,12:00 - 19:00
KC490PC22N006639,만석공원 제5,경기도 수원시 장안구 송정로 9,126.9991131,37.29757718,공영,노외,103,유료,031-243-8366,20200929,12:00 - 20:00
KC490PC22N006640,성대환승,경기도 수원시 장안구 덕영대로 417번길1,126.9686162,37.30128763,공영,노외,166,유료,031-271-4731,20200929,08:00 - 00:00
KC490PC22N006641,율전공영,경기도 수원시 장안구 서부로2106번길 27,126.9714256,37.29761545,공영,노외,118,유료,031-278-1507,20200929,00:00 - 00:00
KC490PC22N006642,곡반2공영,경기도 수원시 권선구 곡선로49번길 14-5,127.0306259,37.23952389,공영,노외,206,유료,031-221-5714,20200929,00:00 - 00:00
KC490PC22N006644,수원역환승,경기도 수원시 권선구 세화로 136(서둔동),126.998785,37.26568452,공영,노외,129,유료,031-278-3954,20200929,00:00 - 00:00
KC490PC22N006645,터미널공영,경기도 수원시 권선구 경수대로 270,127.0207006,37.25018811,공영,노외,51,유료,031-231-9710,20200929,14:00 - 22:00
KC490PC22N006646,농수산시장,경기도 수원시 권선구 세권로 243,127.0304237,37.25489793,공영,부설,596,유료,031-267-2036,20200929,10:00 - 18:00
KC490PC22N006648,남수동,경기도 수원시 팔달구 창룡대로26번길 19,127.0194508,37.2809334,공영,노외,63,유료,031-244-0020,20200929,12:00 - 20:00
KC490PC22N006649,우만공원공영,경기도 수원시 팔달구 세지로 436,127.0320999,37.28706781,공영,노외,119,유료,031-241-1134,20200929,00:00 - 00:00
KC490PC22N006650,인계동주택,경기도 수원시 팔달구 세지로 233,127.023842,37.27178632,공영,노외,76,유료,031-267-4713,20200929,08:00 - 00:00
KC490PC22N006651,화서환승,경기도 수원시 팔달구 덕영대로 691-13,126.9903467,37.2858978,공영,노외,290,유료,031-258-2013,20200929,00:00 - 00:00
KC490PC22N006652,선경도서관,경기도 수원시 팔달구 신풍로23번길 68(신풍동),127.0104322,37.28386229,공영,부설,73,유료,031-244-2838,20200929,12:00 - 20:00
KC490PC22N006653,시청별관,경기도 수원시 팔달구 효원로 241(인계동),127.0286621,37.2634535,공영,부설,364,유료,031-267-3967,20200929,07:00 - 22:00
KC490PC22N006654,"화성박물관,팔달구청",경기도 수원시 팔달구 창룡대로 23,127.0200791,37.28265077,공영,부설,223,유료,031-207-6470,20200929,10:00 - 20:00
KC490PC22N006656,망포공영,경기도 수원시 영통구 영통로 200번길 1,127.0583336,37.24474576,공영,노외,457,유료,031-242-8366,20200929,00:00 - 00:00
KC490PC22N006657,매탄공원,경기도 수원시 영통구 매탄로 185,127.0454804,37.26713341,공영,노외,223,유료,031-211-4108,20200929,00:00 - 00:00
KC490PC22N006658,영통공영,경기도 수원시 영통구 봉영로 1598,127.0739484,37.25331525,공영,노외,313,유료,031-202-2150,20200929,00:00 - 00:00
KC490PC22N006660,영통구청,경기도 수원시 영통구 효원로 407,127.0465078,37.25959894,공영,부설,273,유료,031-216-3418,20200929,00:00 - 00:00
KC490PC22N006661,만석공원 제1,경기도 수원시 장안구 송정로 9,126.9991131,37.29757718,공영,노외,77,유료,031-243-8366,20200929,12:00 - 20:00
KC490PC22N006662,만석공원 제3,경기도 수원시 장안구 송정로 9,126.9991131,37.29757718,공영,노외,50,유료,031-243-8366,20200929,12:00 - 20:00
KC490PC22N006663,성균관대역환승(신),경기도 수원시 장안구 화산로 242,126.9703313,37.30008654,공영,노외,191,유료,031-271-4731,20200929,08:00 - 00:00
KC490PC22N006666,한우회관쪽 주차장,전라북도 남원시 남문로 456-1,127.380738,35.406117,공영,노외,50,무료,063-620-6578,20221130,00:00 - 23:59
KC490PC22N006667,문화로,"인천광역시 남동구 문화서로23번길 12, (구월동)",126.6955838,37.4477732,공영,노상,170,무료,032-460-0530,20200924,00:00 - 23:59
KC490PC22N006669,하촌로,"인천광역시 남동구 하촌로 52, (만수동)",126.7333034,37.4523728,공영,노상,174,무료,032-460-0530,20200924,00:00 - 23:59
KC490PC22N006670,장도로,"인천광역시 남동구 장도로 75, (논현동)",126.7379909,37.3990002,공영,노상,64,유료,032-460-0530,20200924,00:00 - 23:59
KC490PC22N006674,백구로,"인천광역시 남동구 구월말로86번길 2, (만수동, 만수우진맨션)",126.7253838,37.4565407,공영,노상,58,유료,032-460-0530,20200924,00:00 - 23:59
KC490PC22N006677,석산길,"인천광역시 남동구 남동대로916번길 94, (간석동)",126.7135139,37.4632691,공영,노상,58,유료,032-460-0530,20200924,00:00 - 23:59
KC490PC22N006678,만의골노상주차장,인천광역시 남동구 만의골로 167,126.7730135,37.4572426,공영,노상,140,유료,032-460-0530,20200924,00:00 - 23:59
KC490PC22N006679,공단 공구상가주변,"인천광역시 남동구 은청로 4-7, (고잔동)",126.693402,37.4069501,공영,노상,94,유료,032-460-0530,20200924,00:00 - 23:59
KC490PC22N006681,만수복개천1,인천광역시 남동구 모래내로25번길 11-8,126.7235057,37.4546553,공영,노외,138,유료,032-460-0530,20200924,00:00 - 23:59
KC490PC22N006682,만수복개천3,"인천광역시 남동구 복개서로 31, (구월동)",126.7261876,37.4504584,공영,노외,176,유료,032-460-0530,20200924,00:00 - 23:59
KC490PC22N006684,소래제2,인천광역시 남동구 앵고개로934번길 24,126.7342348,37.4000593,공영,노외,115,유료,032-460-0530,20200924,00:00 - 23:59
KC490PC22N006691,진솔,"인천광역시 남동구 인주대로522번길 47, (구월동)",126.6952091,37.4485259,공영,노외,60,유료,032-460-0530,20200924,00:00 - 23:59
KC490PC22N006703,새남촌,인천광역시 남동구 남촌로124번길 34,126.7126115,37.4327862,공영,노외,234,유료,032-460-0530,20200924,00:00 - 23:59
KC490PC22N006704,향촌,"인천광역시 남동구 만수서로 46-1, (만수동)",126.7312856,37.4611274,공영,노외,83,유료,032-460-0530,20200924,00:00 - 23:59
KC490PC22N006722,남동공단1호,"인천광역시 남동구 함박뫼로347번길 60, (남촌동)",126.7043887,37.4155497,공영,노외,62,유료,032-460-0530,20200924,00:00 - 23:59
KC490PC22N006727,신암3동주민센터 동편,대구광역시 동구 신암남로 76-3 (신암동) 일대,128.624347,35.879356,공영,노상,61,유료,053-603-1192,20221219,09:00 - 18:00
KC490PC22N006730,성밖공원 주차장,경상북도 성주군 성주읍 경산리 763-73,128.2811296,35.9152355,공영,노외,80,무료,054-930-6253,20200716,00:00 - 00:00
KC490PC22N006748,삼성동제1공영주차장,서울특별시 관악구 원신길 96-12,126.9311088,37.46797457,공영,노상,74,유료,02-2081-2678,20221202,10:00 - 20:00
KC490PC22N006780,소원지하,경기도 부천시 소사로 300번길 41,126.7969642,37.48490447,공영,노외,113,유료,032-340-0925,20221017,00:00 - 23:59
KC490PC22N006782,송내북부,경기도 부천시 부일로237번길 12,126.7562655,37.48875809,공영,노외,65,유료,032-340-0997,20221017,00:00 - 23:59
KC490PC22N006783,안중근공원,경기도 부천시 석천로169번길 42,126.7602407,37.50338451,공영,노외,91,유료,032-340-0997,20221017,00:00 - 23:59
KC490PC22N006784,오정도서관 부지,경기도 부천시 성오로 185,126.7942852,37.52749267,공영,노외,80,무료,032-625-3413,20221017,00:00 - 23:59
KC490PC22N006785,원미지하(별빛공원),경기도 부천시 부천로 90번길 51,126.7873086,37.49196588,공영,노외,142,유료,032-340-0923,20221017,00:00 - 23:59
KC490PC22N006786,로데오거리,경기도 부천시 부일로199번길 26,126.7517199,37.49082055,공영,노상,161,유료,032-340-0901,20221017,09:00 - 18:00
KC490PC22N006787,부천북부역,경기도 부천시 부천로2번길 25,126.7849192,37.48477917,공영,노상,55,유료,032-340-0901,20221017,09:00 - 18:00
KC490PC22N006788,시청서쪽,경기도 부천시 석천로169번길 30,126.7599838,37.50377563,공영,노상,77,유료,032-340-0901,20221017,09:00 - 18:00
KC490PC22N006789,원미서앞일원,경기도 부천시 신흥로 178,126.7779637,37.49991676,공영,노상,60,무료,032-340-0901,20221017,09:00 - 18:00
KC490PC22N006790,중동먹거리,경기도 부천시 부흥로315번길 37,126.777228,37.49743776,공영,노상,132,유료,032-340-0901,20221017,09:00 - 18:00
KC490PC22N006791,투나백화점일원,경기도 부천시 부일로221번길 31,126.7551048,37.48924385,공영,노상,83,유료,032-340-0901,20221017,09:00 - 18:00
KC490PC22N006792,법원앞,경기도 부천시 부일로233번길 45,126.7565986,37.4903699,공영,노외,67,유료,032-340-0997,20221017,00:00 - 23:59
KC490PC22N006793,비둘기공원,경기도 부천시 신흥로 45번길 36,126.7750246,37.48825963,공영,노외,92,유료,032-340-0997,20221017,00:00 - 23:59
KC490PC22N006794,삼정2호,경기도 부천시 석천로442번길 23,126.771003,37.5261451,공영,노외,144,유료,032-340-0925,20221017,07:00 - 16:00
KC490PC22N006795,상동철골,경기도 부천시 석천로 60번길 63,126.7648905,37.49225983,공영,노외,79,유료,032-340-0925,20221017,00:00 - 23:59
KC490PC22N006796,소새울공원,경기도 부천시 은성로 67번길 24,126.7986998,37.47665529,공영,노외,175,유료,032-340-0997,20221017,00:00 - 23:59
KC490PC22N006807,고강차고지진입로,서울특별시 양천구 남부순환로30길 17,126.8215324,37.53689951,공영,노상,74,유료,032-340-0925,20221017,09:00 - 18:00
KC490PC22N006814,복개천임시공영주차장,경기도 오산시 오산로190번길 31,127.072087,37.144091,공영,부설,63,유료,031-378-1830,20200212,00:00 - 00:00
KC490PC22N006815,궐동공영주차장,경기도 오산시 가장로 596,127.043887,37.157133,공영,부설,230,유료,031-378-1830,20200212,00:00 - 00:00
KC490PC22N006816,오색시장공영주차장,경기도 오산시 오산로 272번길 10,127.069716,37.151303,공영,부설,108,유료,031-378-1830,20200212,00:00 - 00:00
KC490PC22N006817,오산역 제1환승주차장,경기도 오산시 성호대로50번길 22,127.066254,37.147134,공영,부설,217,유료,031-378-1830,20200212,00:00 - 00:00
KC490PC22N006819,홍천강변둔치주차장,강원도 홍천군 홍천읍 홍천로 348,127.8844012,37.6882117,공영,노외,530,무료,033-430-2945,20191203,09:00 - 09:00
KC490PC22N006820,연봉공영노외주차장,강원도 홍천군 홍천읍 연봉로6길 11,127.8759246,37.68239351,공영,노외,50,무료,033-430-2945,20191203,09:00 - 09:00
KC490PC22N006822,금호어울림 주변,경기도 용인시 처인구 중부대로1353번길 일원,127.2013567,37.227738,공영,노상,109,무료,031-324-5392,20190930,23:59 - 23:59
KC490PC22N006823,행정타운 주변,경기도 용인시 처인구 중부대로 1199,127.1779688,37.24086706,공영,노상,123,무료,031-324-3104,20190930,23:59 - 23:59
KC490PC22N006825,문예회관 주변,경기도 용인시 처인구 중부대로1408번길 일원,127.2013567,37.227738,공영,노상,163,무료,031-324-5392,20190930,23:59 - 23:59
KC490PC22N006826,양지천 노상주차장,경기도 용인시 처인구 금학로 일원,127.268207,37.1947915,공영,노상,62,무료,031-324-5392,20190930,23:59 - 23:59
KC490PC22N006827,용인고등학교 주변,경기도 용인시 처인구 금학로 253번길 일원,127.1772227,37.2433188,공영,노상,68,무료,031-324-5392,20190930,23:59 - 23:59
KC490PC22N006829,외대 진입로,경기도 용인시 처인구 외대로 일원,127.2518127,37.3366757,공영,노상,82,무료,031-324-5392,20190930,23:59 - 23:59
KC490PC22N006830,고당로 주변,경기도 용인시 처인구 고당로 일원,127.3065378,37.1644786,공영,노상,92,무료,031-324-5392,20190930,23:59 - 23:59
KC490PC22N006831,전대리 일원,경기도 용인시 처인구 성산로692번길 일원,127.2155102,37.2882085,공영,노상,84,무료,031-324-5392,20190930,23:59 - 23:59
KC490PC22N006832,용인시청 주변,경기도 용인시 처인구 중부대로1161번길 일원,127.1772227,37.2433188,공영,노상,120,무료,031-324-5392,20190930,23:59 - 23:59
KC490PC22N006836,구갈119안전센터 주변,경기도 용인시 기흥구 신구로64번길 일원,127.1100553,37.2777909,공영,노상,57,무료,031-324-6351,20190930,23:59 - 23:59
KC490PC22N006838,신갈초등학교 주변,경기도 용인시 기흥구 신갈로84번길 일원,127.1072426,37.2740722,공영,노상,125,무료,031-324-6351,20190930,23:59 - 23:59
KC490PC22N006844,탄천둔치,경기도 용인시 기흥구 마북동 583-15,127.1121081,37.2938724,공영,노외,130,무료,031-324-6351,20190930,23:59 - 23:59
KC490PC22N006845,용인종합운동장,경기도 용인시 처인구 경안천로 76(마평동),127.2124849,37.23854674,공영,부설,440,무료,031-324-2253,20190930,23:59 - 23:59
KC490PC22N006846,포곡읍,경기도 용인시 처인구 포곡로 258,127.2306796,37.2776023,공영,부설,79,무료,031-324-5532,20190930,23:59 - 23:59
KC490PC22N006847,남사면,경기도 용인시 처인구 남사면 내기로 22,127.1505052,37.11568021,공영,부설,65,무료,031-324-5642,20190930,23:59 - 23:59
KC490PC22N006848,원삼면,경기도 용인시 처인구 원삼면 원양로 64,127.3132635,37.1665888,공영,부설,102,무료,031-324-5741,20190930,23:59 - 23:59
KC490PC22N006851,구갈동,경기도 용인시 기흥구 강남로 23(지하)구갈동 578-2(옥외),127.1275233,37.2724253,공영,부설,59,무료,031-324-6633,20190930,06:00 - 22:00
KC490PC22N006856,죽전1동,경기도 용인시 수지구 대지로15번길 50,127.1139958,37.3310109,공영,부설,52,무료,031-324-8664,20190930,23:59 - 23:59
KC490PC22N006858,기흥노상,경기도 용인시 기흥구 신갈로58번길,127.10741,37.272409,공영,노상,103,유료,031-338-6581,20190930,09:00 - 19:00
KC490PC22N006859,누리에뜰 노상,경기도 용인시 기흥구 죽전로,127.110889,37.320492,공영,노상,79,유료,031-338-6581,20190930,10:00 - 20:00
KC490PC22N006861,중앙노외,경기도 용인시 처인구 금령로90번길 3-18(김량장동),127.2072353,37.23506714,공영,노외,136,유료,031-338-6581,20190930,09:00 - 21:00
KC490PC22N006862,중앙공영,경기도 용인시 처인구 백옥대로 1103(김량장동),127.2084275,37.23409187,공영,노외,328,유료,031-338-6581,20190930,09:00 - 19:00
KC490PC22N006863,상갈공영,경기도 용인시 기흥구 금화로105번길 3(상갈동),127.1067408,37.26585032,공영,노외,188,유료,031-338-6581,20190930,09:00 - 19:00
KC490PC22N006864,신갈 제1공영,경기도 용인시 기흥구 갈천로7번길 69(신갈동),127.1068922,37.27086357,공영,노외,117,유료,031-338-6581,20190930,09:00 - 19:00
KC490PC22N006865,전통시장 제1공영,경기도 용인시 처인구 금령로71번길 12-29(김량장동),127.205249,37.2366065,공영,노외,94,유료,031-324-3841,20190930,09:00 - 21:00
KC490PC22N006866,상현2동(상현공영),경기도 용인시 수지구 만현로 48(상현동),127.0865304,37.31036008,공영,부설,158,유료,031-324-8757,20190930,09:00 - 18:00
KC490PC22N006867,기흥구청,경기도 용인시 기흥구 관곡로 95(구갈동),127.1146591,37.28044694,공영,부설,238,유료,031-338-6581,20190930,09:00 - 18:00
KC490PC22N006868,중앙동,경기도 용인시 처인구 금령로78번길 7(김량장동),127.2056663,37.23423736,공영,부설,79,유료,031-338-6581,20190930,09:00 - 19:00
KC490PC22N006869,수지아르피아(죽전2동),경기도 용인시 수지구 포은대로 499(풍덕천동),127.1047628,37.32561966,공영,부설,483,유료,031-338-6581,20190930,09:00 - 18:00
KC490PC22N006870,행정타운,경기도 용인시 처인구 중부대로 1199(삼가동),127.1779688,37.24086706,공영,부설,1118,유료,031-324-3104,20190930,09:00 - 18:00
KC490PC22N006871,보정동,경기도 용인시 기흥구 죽전로40,127.1130949,37.32018778,공영,부설,92,유료,031-324-6771,20190930,09:00 - 18:00
KC490PC22N006873,농협길 노상주차장,충청남도 아산시 둔포면 둔포중앙로,127.038141,36.92851162,공영,노상,80,무료,041-540-2369,20190926,00:00 - 23:59
KC490PC22N006875,등기소길 노상주차장,충청남도 아산시 시민로 467-21,126.9991978,36.79000303,공영,노상,73,무료,041-540-2369,20190926,00:00 - 23:59
KC490PC22N006876,곡교천 하상주차장,충청남도 아산시 염치읍 석정길 79-14 인근,126.9944549,36.80012282,공영,노외,156,무료,041-540-2369,20190926,00:00 - 23:59
KC490PC22N006877,권곡로제1노상주차장,충청남도 아산시 삼동로 17,127.0102212,36.78160059,공영,노상,50,무료,041-540-2369,20190926,00:00 - 23:59
KC490PC22N006879,개정동 2,전라북도 군산시 번영로 308 (사정동 ),126.7511076,35.962864,공영,노외,220,무료,063-454-3812,20220901,00:00 - 23:59
KC490PC22N006880,굴다리2길노상주차장,충청남도 아산시 온화로 11번길,126.9984232,36.7774209,공영,노상,70,무료,041-540-2369,20190926,00:00 - 23:59
KC490PC22N006881,외암마을주차장1,충청남도 아산시 송악면 강당로 24,127.0124399,36.73002391,공영,노외,125,무료,041-537-8457,20190926,00:00 - 23:59
KC490PC22N006882,우체국뒷길노상주차장,충청남도 아산시 시민로 457,127.000527,36.78893023,공영,노상,150,무료,041-540-2369,20190926,00:00 - 23:59
KC490PC22N006884,온양중2길노상주차장,충청남도 아산시 시민로 253,126.9945241,36.7725457,공영,노상,53,무료,041-540-2369,20190926,00:00 - 23:59
KC490PC22N006885,권곡로2길노상주차장,충청남도 아산시 삼동로 82,127.0125701,36.78717647,공영,노상,109,무료,041-540-2369,20190926,00:00 - 23:59
KC490PC22N006888,신정호관광지내주차장,충청남도 아산시 신정로 616,126.9839153,36.77152186,공영,노외,200,무료,041-537-2518,20190926,00:00 - 23:59
KC490PC22N006889,야외수영장주차장,충청남도 아산시 신정로 616,126.9839153,36.77152186,공영,노외,87,무료,041-537-2518,20190926,00:00 - 23:59
KC490PC22N006891,시청앞임시공영주차장,충청남도 아산시 시민로 456,127.0019091,36.79025533,공영,노외,254,무료,041-540-2373,20190926,00:00 - 23:59
KC490PC22N006893,도고농공단지공영주차장,충청남도 아산시 도고면 도고면로 48-6,126.8726055,36.75690349,공영,노외,54,무료,041-540-2373,20190926,00:00 - 23:59
KC490PC22N006894,외암마을저작거리주차장,충청남도 아산시 송악면 역촌길6번길,127.0121274,36.7287798,공영,노외,190,무료,041-537-8457,20190926,00:00 - 23:59
KC490PC22N006895,야외취사장주차장,충청남도 아산시 신정로 616,126.9839153,36.77152186,공영,노외,250,무료,041-537-2518,20190926,00:00 - 23:59
KC490PC22N006896,영인산휴양림주차장,충청남도 아산시 영인면 영인로 65,126.9549854,36.85538261,공영,노외,448,무료,041-537-3936,20190926,00:00 - 23:59
KC490PC22N006897,둔포테크노밸리제2공영주차장,충청남도 아산시 둔포면 아산밸리남로,127.0624773,36.9229802,공영,노외,170,무료,041-540-2912,20190926,00:00 - 23:59
KC490PC22N006899,온양온천시장공영주차타워,충청남도 아산시 충무로 25,127.004508,36.7836361,공영,노외,178,유료,041-540-2866,20190926,08:00 - 22:00
KC490PC22N006900,둔포전통시장노외주차장,충청남도 아산시 둔포면 둔포면로 25,127.0375018,36.92901579,공영,노외,50,무료,041-540-2866,20190926,00:00 - 23:59
KC490PC22N006923,해신동 2,전라북도 군산시 구영1길 51 (금동 ),126.7072947,35.987474,공영,노상,76,무료,063-454-3812,20220901,00:00 - 23:59
KC490PC22N006924,제7공영주차장(송도),인천광역시 연수구 하모니로187번길 33,126.6450903,37.3759514,공영,노외,69,무료,032-456-2809,20220830,00:00 - 23:59
KC490PC22N006925,제9공영주차장(송도),인천광역시 연수구 벤처로36번길 26,126.650078,37.39808552,공영,노외,60,무료,032-456-2809,20220830,00:00 - 23:59
KC490PC22N006928,해신동 1,전라북도 군산시 해망로 425-3 (해망동 ),126.6950078,35.986989,공영,노상,181,무료,063-454-3812,20220901,00:00 - 23:59
KC490PC22N006929,동 춘 동,인천광역시 연수구 앵고개로 246번길 7-14,126.6715439,37.407747,공영,노외,225,유료,032-579-2701,20220830,00:00 - 23:59
KC490PC22N006931,월 미 도,인천광역시 중구 반달로 20,126.6017497,37.47601326,공영,노외,127,무료,032-579-2701,20220830,00:00 - 23:59
KC490PC22N006935,눈돌마을,인천광역시 중구 신도시남로 28,126.4845079,37.49272936,공영,노외,57,무료,032-579-2701,20220830,00:00 - 23:59
KC490PC22N006936,제1공영주차장(송도),인천광역시 연수구 해송로30번길 34-17,126.6450791,37.37971682,공영,노외,278,무료,032-456-2809,20220830,00:00 - 23:59
KC490PC22N006937,제3공영주차장(송도),인천광역시 연수구 갯벌로145번길 15-8,126.6497293,37.38512915,공영,노외,50,무료,032-456-2809,20220830,00:00 - 23:59
KC490PC22N006938,늘봄공원,인천광역시 연수구 샘말로 37-7,126.6785372,37.41319988,공영,노외,65,유료,032-579-2701,20220830,00:00 - 23:59
KC490PC22N006939,계산택지2,인천광역시 계양구 오조산로57번길 11,126.7373565,37.53630167,공영,노외,101,유료,032-579-2701,20220830,00:00 - 23:59
KC490PC22N006941,운 서 역,인천광역시 중구 흰바위로59번길 26,126.4936663,37.4928447,공영,노외,1034,유료,032-751-7847,20220830,00:00 - 23:59
KC490PC22N006942,신 포 동,인천광역시 중구 홍예문로 4,126.6231189,37.47105574,공영,노외,71,유료,032-579-2701,20220830,00:00 - 23:59
KC490PC22N006944,간석3동,인천광역시 남동구 간석로 87번길 18,126.7179452,37.4664547,공영,노외,111,유료,032-579-2701,20220830,00:00 - 23:59
KC490PC22N006945,부개역,인천광역시 부평구 부일로 87,126.7396121,37.48943897,공영,노외,200,유료,032-579-2701,20220830,00:00 - 23:59
KC490PC22N006946,기장제1공영주차장,부산광역시 기장군 기장읍 차성동로 70,129.216915,35.24403255,공영,노외,100,유료,051-792-4992,20190910,00:00 - 00:00
KC490PC22N006947,정관읍상업지역노상공영주차장,부산광역시 기장군 정관읍 정관8로,129.177814,35.322927,공영,노상,54,유료,051-792-4992,20190910,09:00 - 20:00
KC490PC22N006948,군청사부설주차장,부산광역시 기장군 기장읍 기장대로 560,129.2229656,35.2435223,공영,노외,410,유료,051-792-4897,20190910,09:00 - 19:00
KC490PC22N006950,계산택지1,인천광역시 계양구 계양문화로 111,126.7367574,37.54098745,공영,노외,202,유료,032-579-2701,20220830,00:00 - 23:59
KC490PC22N006951,계산택지4,인천광역시 계양구 계양문화로7번길 6-2,126.7350489,37.53188825,공영,노외,142,유료,032-579-2701,20220830,00:00 - 23:59
KC490PC22N006953,반야월동편공영주차장(전통),대구광역시 동구 율하동로 143,128.7024484,35.872429,공영,노외,52,유료,053-662-3015,20221219,09:00 - 19:30
KC490PC22N006960,우정2공영주차장,울산광역시 중구 당산길 27,129.3146237,35.55560108,공영,노외,67,혼합,052-211-6818,20221130,00:00 - 23:59
KC490PC22N006961,반구공영주차장,울산광역시 중구 반구정15길8,129.3437215,35.5588503,공영,노외,106,유료,052-290-7630,20221130,00:00 - 23:59
KC490PC22N006963,KT성수분국 앞,서울특별시 성동구 아차산로9길 48,127.0614028,37.5453035,공영,노상,193,유료,02-2204-7970,20180919,09:00 - 19:00
KC490PC22N006968,공항1공영주차장,대구광역시 동구 해동로 6,128.6424703,35.89703794,공영,노외,89,유료,053-603-1192,20221219,06:00 - 22:00
KC490PC22N006970,동대구로주차장(서한코보스카운티옆도로),대구광역시 동구 동부로22길 2 (신천동) 부근,128.6267308,35.87619255,공영,노상,83,유료,053-662-3015,20221219,09:00 - 19:30
KC490PC22N006971,평화시장 공영주차장,대구광역시 동구 아양로7길 12,128.6198107,35.88427648,공영,노외,63,유료,053-662-3015,20221219,09:00 - 19:30
KC490PC22N006974,한전변전소 뒤,서울특별시 성동구 마장로35길 34(마장동),127.0383745,37.5676224,공영,노상,114,유료,02-2204-7970,20180919,09:00 - 18:00
KC490PC22N006977,성수2가1동(건물),서울특별시 성동구 성덕정길 115(성수동2가),127.0563893,37.5368616,공영,노외,165,유료,02-2204-7970,20180919,09:00 - 18:00
KC490PC22N006978,하왕십리(건물),서울특별시 성동구 무학봉길 48(행당동 347-3)1,127.028167,37.5605019,공영,노외,101,유료,02-2204-7970,20180919,00:00 - 23:59
KC490PC22N006979,응봉동(건물),서울특별시 성동구 독서당로63길 40(행당동),127.0305332,37.5533258,공영,노외,71,유료,02-2204-7970,20180919,00:00 - 23:59
KC490PC22N006980,살곶이 공영주차장,서울특별시 성동구 사근동 104서울특별시 성동구 사근동 104,127.0472566,37.5543601,공영,노외,103,유료,02-2204-7970,20180919,00:00 - 23:59
KC490PC22N006981,도선동,서울특별시 성동구 무학로8길 8(홍익동),127.0319098,37.5656446,공영,노외,187,유료,02-2204-7970,20180919,00:00 - 23:59
KC490PC22N006982,강변(건물),서울특별시 성동구 둘레길 47-5(성수동1가),127.0488692,37.5366447,공영,노외,102,유료,02-2204-7970,20180919,00:00 - 23:59
KC490PC22N006984,용답제2공영주차장,서울특별시 성동구 천호대로78길 9(용답동),127.0559285,37.563027,공영,노외,144,유료,02-2204-7970,20180919,00:00 - 23:59
KC490PC22N006985,성수1가1동(건물),서울특별시 성동구 성덕정1길 6(성수동1가),127.0460805,37.5397645,공영,노외,94,유료,02-2204-7970,20180919,00:00 - 23:59
KC490PC22N006988,강변-1,강원도 화천군 화천읍 하리 53-11,127.705008,38.102441,공영,노외,99,무료,033-440-2365,20180810,00:00 - 00:00
KC490PC22N006989,5일장터,강원도 화천군 화천읍 하리 21-17,127.707028,38.103044,공영,노외,86,무료,033-440-2365,20180810,00:00 - 00:00
